id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1576355,2026-04-14 15:53:12 -0700,2026-04-14 19:07:53 -0700,en-US,thunderbird-android,Multipled critical emails vanished when moving from trash to inbox,false,,,false,1811752,1811752;,send-and-receive-email,thunderbird-android;send-and-receive-email;,11JD11,"<p>I'm using Thundebrird version 17.0 on Android 15. I sent last month an email (from Thundebrird Desktop) to multiple people and got from around 20 of them responses which I critically need to preserve. I deleted none of them (intentionally). Today I found out that 15 of them disappeared from my inbox, when checking on Thunderbird on my laptop. On my phone I can find those 15 in my trash folder grouped together. I was super relieved to find these critical responses but also confused since I definitely didn't delete 15 of those emails. Most likely they were grouped together and I swipe delete them by accident. I mark each of them and select ""move to"" -&gt; ""Inbox"". And now they just vanished. They are no longer in my trash and don't show up in my inbox. Normally when I move from deleted to inbox they move fine, same for spam. </p><p>Anything I could do? Anywhere I could look for these emails? </p>",11JD11;platform34;,false,false,false,;useragent:Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:148.0) Gecko/20100101 Firefox/148.0;tb_version:17.0;os:Android 15,1,0,0,,,
1576370,2026-04-14 16:47:31 -0700,2026-04-14 18:55:51 -0700,en-US,thunderbird-android,Email notifications and updates,false,,,false,1811750,1811750;,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,harriskepix,"<p>Hi team. Recently, I downloaded the app, but I noticed that the incoming emails are updated every 15 minutes. Could you please reduce the time into 1 min? Also is there any notification for incoming emails? I made folders for better correspondence with clients. Still there is no notification for incoming email. </p>",harriskepix;platform34;,false,false,false,;useragent:Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:149.0) Gecko/20100101 Firefox/149.0;tb_version:17.0;os:Android,1,0,0,,,
