id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1817437,1581031,2026-05-11 06:04:33 -0700,2026-05-11 06:04:33 -0700,"<p>Hi Ian </p><p>The developers found that performance begins to degrade noticeably once the value exceeds 500.  </p><p><a href=""https://github.com/thunderbird/thunderbird-android/issues/10373#issuecomment-3810077139"" rel=""nofollow"">https://github.com/thunderbird/thunderbird-android/issues/10373#issuecomment-3810077139</a> </p><p>The value can be changed from settings &gt; account name &gt; fetching mail &gt; local folder size. </p>",platform34,false,0,0
