id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1587315,2026-06-13 23:08:37 -0700,2026-06-14 07:22:26 -0700,en-US,thunderbird-android,Inbox Rules,false,,,false,1825291,1825291;,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,ed9213,"<p>I am preparing to migrate from K9 mail to Thunderbird for Android. Before I go through the process and learning curve for the software, one key feature will be the determining factor. </p><p>Does Thunderbird for Android have inbox rules, possibly also called Filters like in Thunderbird Desktop, that will automatically find keywords or sender info in the header of a received message and deposit that message into a designated alternate folder? </p><p>That would determine whether I switch to Thunderbird for Android. </p><p>Thanks. </p><p>Ed9213 </p>",ed9213;platform34;,false,false,false,";useragent:Mozilla/5.0 (Android 16; Mobile; rv:151.0) Gecko/151.0 Firefox/151.0;tb_version:K9 v19.2;os:Android;kb_visits_prior:[""/en-US/kb/getting-started-thunderbird-android""]",1,0,0,,,
1587352,2026-06-14 05:09:17 -0700,2026-06-14 05:09:17 -0700,en-US,thunderbird-android,HD video sex,false,,,true,,"",settings,settings;thunderbird-android;,ashrafasrfagg,<p>HD videos sex alll </p>,ashrafasrfagg;,false,false,false,;useragent:Mozilla/5.0 (Android 15; Mobile; rv:153.0) Gecko/153.0 Firefox/153.0;tb_version:HD videos;os:android16,0,0,0,,,
1587353,2026-06-14 05:09:57 -0700,2026-06-14 05:09:57 -0700,en-US,thunderbird-android,all videos,false,,,true,,"",search-tag-and-share,search-tag-and-share;thunderbird-android;,ashrafasrfagg,<p>Sex videos </p>,ashrafasrfagg;,false,false,false,;useragent:Mozilla/5.0 (Android 15; Mobile; rv:153.0) Gecko/153.0 Firefox/153.0;tb_version:HD videos;os:Android16,0,0,0,,,
