id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1584232,2026-05-28 09:21:36 -0700,2026-05-28 13:52:28 -0700,en-US,thunderbird-android,Highlight color invisible in light theme,false,,,false,1821624,1821624;,customization,android;thunderbird-android;customization;,gdernick,"<p>Since a few releases, when composing a message and selecting text, the highlight color is invisible in light mode. In dark mode the highlight color is a light blue. Is there a way to change the highlight color in light mode? Thank you. </p>",gdernick;platform34;,false,false,false,;useragent:Mozilla/5.0 (X11; Linux x86_64; rv:151.0) Gecko/20100101 Firefox/151.0;tb_version:18.0;os:Android,1,0,0,,,
