id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1566367,2026-02-18 09:14:01 -0800,2026-02-19 11:26:39 -0800,en-US,thunderbird-android,how to report spam in Thunderbird?,false,,,false,1801118,1801038;1801107;1801118;,junk-mail-and-spam,android;thunderbird-android;junk-mail-and-spam;,jaapjvanmourik,<p>Last week I'm recieving spam. How do I remove this spam and block the sends? </p>,jaapjvanmourik;platform34;,false,false,false,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36;os:Android",3,0,1,,,
