id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1819352,1582387,2026-05-19 08:25:34 -0700,2026-05-19 08:25:34 -0700,"<p>The Unified account is normally automatically enabled when multiple accounts are present. You can toggle the feature on/off from: Settings &gt; General Settings &gt; Display &gt; Show Unified Inbox. </p><p>Once enabled, the Unified account is displayed at the top of the account list. </p> <ol><li> Press the top left menu button or swipe right on the message list. </li><li> Tap the down/up arrow (top left of screen) to toggle between the account list and account folder view. </li></ol> <p>If you have custom imap folder and wish it's content to display in the Unified Inbox ... </p> <ol><li> Press the top left menu button. </li><li> Select an account with it's folder list visible (inbox, draft etc). </li><li> Tap manage folders (bottom of list). </li><li> Tap a folders name. </li><li> Toggle ""Unify"" ON. </li></ol>",platform34,false,0,0
