id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1811306,1575929,2026-04-12 01:24:16 -0700,2026-04-12 01:33:25 -0700,"<p>Long press one or more messages to select them, then press the dustbin icon at the top of the screen to delete. </p><p>You can also setup a left or right swipe action to delete a message. It's configured from settings &gt; general settings &gt; interaction &gt; swipe actions </p><p>If the dustbin icon is not displayed when viewing an email, navigate to ... Settings &gt; general settings &gt; display &gt; visible message actions Tick the delete action's checkbox. </p>",platform34,false,0,0
