id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1814888,1579291,2026-04-30 13:31:04 -0700,2026-04-30 13:31:04 -0700,"<p>You pressed the archive mail button. To undo, just copy or move the email back to your inbox from your 'archive' or 'all mail' folder. </p><p>To check which folder is used for archived mail. Navigate to ... Settings &gt; Account name &gt; Folders: Archive folder. </p>",platform34,false,1,0
