id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1801461,1566841,2026-02-21 18:35:39 -0800,2026-02-21 18:35:39 -0800,"<p>Thunderbird on Android doesn't have a feature to highlight or provide push notifications on an individual email basis. </p><p>For the push notification, can I suggest a workaround that achieves your objective. Setup a server-side rule (via your webmail) that moves new emails from the sender to a dedicated folder. </p><p>You can skip the above step if you're happy to receive push notifications from new emails hitting Inbox, or folder(s) of your choice. </p><p>In the Thunderbird Android app, enable push notifications on your desired folder(s). </p> <ol><li> Open the account list </li><li> Tap account name </li><li> Tap manage folders (bottom of list) </li><li> Tap 3 dot menu </li><li> Tap refresh folder list </li><li> Tap folder name </li><li> Toggle ""Enable Push"" ON </li></ol> <p>On Android 13 and later, grant Thunderbird the ""alarm and reminders"" permission, required for the push service. </p><p>See the guide linked below. <a href=""https://support.mozilla.org/en-US/kb/configure-push-email-thunderbird-android"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/configure-push-email-thunderbird-android</a> </p><p>Android restricts apps with background sync. The interval can't be less that 15 minutes. The push service is recommended thereafter, and is the reason why push has a constatant forground notification. </p><p>You can find ""folder poll frequency"" under settings &gt; account &gt; fetching mail </p><p>You can raise any feature ideas you have on Mozilla connect, where they are opened to votes from the community. </p><p><a href=""https://connect.mozilla.org/t5/ideas/idb-p/ideas/label-name/thunderbird%20android/tab/most-kudoed"" rel=""nofollow"">https://connect.mozilla.org/t5/ideas/idb-p/ideas/label-name/thunderbird%20android/tab/most-kudoed</a> </p>",platform34,false,0,0
