id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1810754,1575261,2026-04-08 09:57:22 -0700,2026-04-08 09:57:22 -0700,"<p>Thunderbird for Android doesn't support OAuth with pop3 connections. I suspect your desktop is using POP3 and being imported on TB mobile via QR code. </p><p>Imap is the modern and recommended protocol. </p><p><strong>To setup Imap</strong> </p><p>You should setup the gmail account manually, instead of using the QR code. If your still on the first time setup wizard, tap 'get started' and skip step 1 &amp; 2. </p> <ol><li> Tap the top left menu button to open the side bar. </li><li> Tap settings &gt; add account. </li><li> Enter your email address  </li><li> Imap settings will be automatically found &amp; configured </li><li> Click the sign-in with google button. Login to the webpage. </li><li> Grant TB Mobile permission to access your emails. </li></ol> <p>To remove an account. </p> <ol><li> Tap the top left menu button to open the side bar. </li><li> Tap settings. </li><li> Tap the account name. </li><li> Tap the 3 dot menu (top right). </li><li> Tap remove account. </li></ol> <p><strong>To continue using pop3</strong> </p><p>You will need to setup an app password via gmail's webmail settings page. <a href=""https://support.google.com/mail/answer/185833?hl=en"" rel=""nofollow"">https://support.google.com/mail/answer/185833?hl=en</a> </p><p>Once you have the app password ... </p><p>Follow step 1 to 4 above to add the account. </p> <ol><li> On the configuration found box, click the down arrow. </li><li> Click edit configuration. </li><li> Change authentication type from Oauth to normal password. </li><li> Enter your new app password in the password field. </li><li> Click next to complete the account setup. </li></ol> <p>You can view and edit the configuration of an exiting account by navigating to ... </p> <ul><li> Settings &gt; account name &gt; fetching mail &gt; incoming server </li><li> Settings &gt; account name &gt; sending mail &gt; outgoing server </li></ul>",platform34,false,0,0
