id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1812189,1576755,2026-04-17 02:29:43 -0700,2026-04-17 02:29:43 -0700,<p>Hi Tom </p><p>Are your missing emails located in a custom folder rather than a default one such as Inbox? Sync is off by default on custom folders and may need enabling on each. This could be why some read/unread status changes are not updating in the app. </p> <ol><li> Open the side menu to display your account folders </li><li> Tap manage folders (bottom of list) </li><li> Tap desired folder name </li><li> Toggle 'Enable Sync' On </li></ol> <p>Are the missing emails particuarly large in size. You could try increasing the size limit of messages the app will fetch. Navigate to settings &gt; account &gt; fetching mail &gt; fetch messages up to: 32 Kib (default) </p><p>You can turn on 'Sync Notifications' to see a silent notification in the Android status bar and drawer while sync is actively running. This will give you greater visibility of when it starts and completes. </p><p>Goto Settings &gt; account name &gt; notifications: Sync Notifications </p>,platform34,false,0,0
