id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1580468,2026-05-07 14:27:37 -0700,2026-05-08 02:25:12 -0700,en-US,thunderbird-android,Add HTML signature file in TBA,true,1816702,platform34,false,1816751,1816702;1816751;,account-management,thunderbird-android;account-management;,jsmallfi,"<p>Greetings, </p><p>Question 1: How can I add an HTML signature file for an account in Thunderbird for Android by referencing a file on my phone? Or, something similar that will accomplish the same thing (i.e., HTML email .sig). </p><p>Background: In Thunderbird on my Desktop (currently using 140.10.1esr), I can go to Account Settings, select an email account, check the ""Attach the signature from a file instead (text, HTML, or image):"" and then ""Choose..."" a file I created on my local machine. My file is HTML (e.g., mysig.html) and references an image (in the same local directory). I want to replicate this in TBA. </p><p>Question 2: If there is no way to do this (the functionality is not purposefully there and there is no work-around to fool TBA into behaving properly), is there a place I can submit this request to the developers? </p><p>Thanks, </p><p>Jarvis </p>",jsmallfi;platform34;,false,false,false,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:150.0) Gecko/20100101 Firefox/150.0;tb_version:18.0;kb_visits_prior:[""/en-US/kb/thunderbird-android-import"", ""/en-US/kb/openpgp-thunderbird-android-howto"", ""/en-US/kb/thundermail-and-thunderbird-android""];solver_id:5516567",2,1,1,,,
