id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1825038,1587011,2026-06-12 20:11:36 -0700,2026-06-12 20:11:36 -0700,<p>Hi @matinkhan.ahesankhan </p><p>Can you please provide greater detail about the issue your experiencing. </p> <ul><li> Have any error message been displayed? </li><li> Are emails successfully received when you manually sync the account? </li><li> Are you able to send an email successfully using the app? </li><li> Have you changed any of the apps settings? </li><li> Does the app successfully connect to your email providers server?  </li></ul> <p>--&gt; Settings &gt; [account name] &gt; fetching mail &gt; incoming server: Press Next </p>,platform34,false,0,0
