id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1818831,1582009,2026-05-16 20:43:30 -0700,2026-05-16 20:43:30 -0700,"<p>Hi @willy6560 </p><p>The layout you describe is currently not supported in Thunderbird for Android </p><p>Split screen mode can be enabled; listing emails to the left and email content on the right.  <em>Settings &gt; general settings &gt; display &gt; Show split screen</em> </p><p>The mobile and desktop applications have different heritages and can't be compared. K9-Mail was the foundation app from which Thunderbird for Android evolves and grows. It's code base was written before tablets were common place and doesn't yet offer some features associated with larger screens. </p><p>Feel free to add your layout customisation ideas and suggestions on Mozilla connect, where the community can vote for them. The TB team take these into consideration when planning feature additions and roadmaps. </p><p><a href=""https://connect.mozilla.org/t5/ideas/idb-p/ideas/label-name/thunderbird%20android/tab/most-kudoed"" rel=""nofollow"">https://connect.mozilla.org/t5/ideas/idb-p/ideas/label-name/thunderbird%20android/tab/most-kudoed</a> </p>",platform34,false,0,0
