id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1583465,2026-05-24 05:07:25 -0700,2026-05-24 05:07:25 -0700,en-US,thunderbird-android,Sending mail with Android Thunderbird results in Certificate Error,false,,,false,,"",encryption,android;thunderbird-android;encryption;,tony202,"<p>Hi Folks, I use, as do others I know, Thunderbird for Android. Recently it has decided that the SSL Certificate it accepts for fetching emails is not valid for sending and requires you to accept and make an exception for the certificate. Has anyone else found this? I have tested the certificate, provided by Lets Encrypt, on several servers all claiming SMTP, POP3 an IMAP offer valid certificates. Yet Thunderbird still claims it is a security threat. Can omeone off an answer please? I am currently helping others accept the certificate. </p><p>Thunderbird ofr Android is V18.0 </p><p>regards Anthony </p>",tony202;,false,false,true,;useragent:Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0;tb_version:18;os:Android,0,0,0,2026-05-24T08:29:57.100335-07:00,"{""username""=>""platform34"", ""display_name""=>""Platform34"", ""avatar""=>""https://profile.accounts.firefox.com/v1/avatar/P""}",
1583506,2026-05-24 11:20:35 -0700,2026-05-24 11:20:35 -0700,en-US,thunderbird-android,"Send, attachment and more options buttons missing",false,,,false,,"",send-and-receive-email,thunderbird-android;send-and-receive-email;,sleek-unkempt-slaw,"<p>Hello, when I try to answer a message or forward an e-mail, both the attachment, send and more options buttons are missing. They are there when I compose a new e-mail. What can I do? </p>",sleek-unkempt-slaw;,false,false,false,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0;tb_version:18.0;os:Galay A5,0,0,0,,,
