id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1582938,2026-05-21 12:46:16 -0700,2026-05-21 14:44:45 -0700,en-US,thunderbird-android,Can't get Thunderbird Android to work with my outlook365 account,false,,,false,1819993,1819986;1819993;,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,christine26,"<p>I use Thunderbird Android with my private smtp account, now I want to use it with my outlook365 company account, but when I install, after loggin in it says ""need admin approval"". The admin can't find where or what to approve. I tried Microsoft help which gave me copilot, but it points me to non-existing settings.  </p><p>Anyone knows how to configure Thunderbird Android with Outlook365? </p>",christine26;platform34;,false,false,false,";useragent:Mozilla/5.0 (X11; Linux x86_64; rv:150.0) Gecko/20100101 Firefox/150.0;tb_version:18.0;os:Android;kb_visits_prior:[""/en-US/kb/thunderbird-android-8-faq""]",2,1,1,,,
