id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1812444,1577058,2026-04-18 20:24:30 -0700,2026-04-18 20:24:30 -0700,"<p>The ability to see the full date and time was added in v18, which I believe your running. </p><p>Navigate to settings &gt; general settings &gt; display: Date Time Format.  Assign either 'Full' or 'ISO'.  </p><p>The change in picture display behaviour stems from a redesign of general attachment placement. They were moved to the top of emails making them more visible and accessible. This had the side effect that picture attachments are not automatically displayed. </p><p>A bug report is raised on github about this, linked below. <a href=""https://github.com/thunderbird/thunderbird-android/issues/10889"" rel=""nofollow"">https://github.com/thunderbird/thunderbird-android/issues/10889</a> </p>",platform34,false,0,0
1812533,1577163,2026-04-19 17:40:01 -0700,2026-04-19 17:40:01 -0700,"<p>TBA v18 included a fix for a crash that sounds very similar to the one you describe. </p> <ul><li> Crash occurred when retrieving images from large messages <a href=""https://github.com/thunderbird/thunderbird-android/issues/10721"" rel=""nofollow"">(#10721)</a> </li></ul> <p>It's possible the fix hasn't fully resolved the issue, or could be a different crash entirely. Please submit a bug report on github via the link below. </p><p><a href=""https://github.com/thunderbird/thunderbird-android/issues"" rel=""nofollow"">https://github.com/thunderbird/thunderbird-android/issues</a> </p><p>It will help the developers if you can collect and attach a debug log with the report. A guide to obtain this is linked below. </p><p><a href=""https://thunderbird.github.io/thunderbird-android/docs/latest/user-guide/troubleshooting/collecting-debug-logs.html"" rel=""nofollow"">https://thunderbird.github.io/thunderbird-android/docs/latest/user-guide/troubleshooting/collecting-debug-logs.html</a> </p>",platform34,false,0,0
1812532,1577177,2026-04-19 17:22:40 -0700,2026-04-19 17:22:40 -0700,"<p>Thunderbird for Android doesn't offer an auto-completion feature. </p><p>The feature has been requested by the community on Mozilla connect and is open to votes. </p><p><a href=""https://connect.mozilla.org/t5/ideas/add-auto-complete-email-recipient-suggestions-for-thunderbird-on/idi-p/74937"" rel=""nofollow"">https://connect.mozilla.org/t5/ideas/add-auto-complete-email-recipient-suggestions-for-thunderbird-on/idi-p/74937</a> </p>",platform34,false,0,0
