id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1577394,2026-04-20 22:53:41 -0700,2026-04-25 17:25:07 -0700,en-US,thunderbird-android,Mail re ReoLink cameras sorts out of order,false,,,false,1813724,1813724;,email-and-messaging,thunderbird-android;email-and-messaging;,BL1806,"<p>Hello </p><p>I have used K9 mailer for perhaps 5 years quite happily - this is my first question please. </p><p>In general I use ""unified inbox"" and sort the messages by ""Date"".    This shows almost all messages sorted by the date/time they were sent, which is what I want.   I often turn my tablet off for hours or days and then back on, so arrival time is delayed, but date/time sent is not. </p><p>My ReoLink cameras are configured to email me images under certain conditions.   these messages always sort to the top, even though they were dated some time back.    For example I turned on my tablet today (Monday) for the first time since Saturday, and received much mail.    the ReoLink messages sorted right at the top.    If I look at ""show headers"", at the end of the ""received"" field, it shows the correct original date of saturday morning.   but the date/time at the far right of the ""unified inbox"" display shows the time at which I turned the tablet on and the message was received - only for this message, not for any others. </p><p>I am suspecting this may be a reolink problem, but not exactly sure what to tell them. </p><p>thanks for the help </p><p>Ben </p>",BL1806;platform34;,false,false,false,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0;tb_version:17.0;os:Android 13,1,0,0,,,
