id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1813419,1578129,2026-04-24 10:09:37 -0700,2026-04-24 10:09:37 -0700,"<p>Hi Stefan </p><p>You're welcome to add any improvement ideas you have on Mozilla connect where the community can vote on them. Those with high vote counts have a greater chance of being priorities for development, </p><p><a href=""https://connect.mozilla.org/t5/ideas/idb-p/ideas/label-name/thunderbird%20android"" rel=""nofollow"">https://connect.mozilla.org/t5/ideas/idb-p/ideas/label-name/thunderbird%20android</a> </p><p>Extending the Unified inbox feature to include Unified sent, spam, draft &amp; trash folders is on the roadmap. You can show support by up-voting the idea below on Mozilla connect. </p><p><a href=""https://connect.mozilla.org/t5/ideas/thunderbird-mobile-unified-folder-for-inbox-drafts-sent-spam/idi-p/95546"" rel=""nofollow"">https://connect.mozilla.org/t5/ideas/thunderbird-mobile-unified-folder-for-inbox-drafts-sent-spam/idi-p/95546</a> </p>",platform34,false,0,0
