id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1583249,2026-05-22 22:45:02 -0700,2026-05-22 22:45:02 -0700,en-US,thunderbird-android,Send button (sometimes) missing in Android app,false,,,false,,"",send-and-receive-email,thunderbird-android;send-and-receive-email;,sleek-unkempt-slaw,"<p>Hi, I seem to be missing the send button in the Android app. (I do know that it's supposed to be the regtangular shape). When I compose a simple e-mail it is there. But when I want to reply a longer e-mail, it is missing sometimes. For now, I have found no pattern for when it is there and when it's not. I can't click on Alt or anything, since it's on a smart phone. </p>",sleek-unkempt-slaw;,false,false,false,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:151.0) Gecko/20100101 Firefox/151.0;tb_version:? The latest,0,0,0,,,
