id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1812822,1577238,2026-04-21 22:22:12 -0700,2026-04-21 22:22:12 -0700,"<p>Hi sunfish62 </p><p>Could you please report your crash on github. <a href=""https://github.com/thunderbird/thunderbird-android/issues"" rel=""nofollow"">https://github.com/thunderbird/thunderbird-android/issues</a> </p><p>Please collect and attach a debug log with the report. See guide linked below. <a href=""https://thunderbird.github.io/thunderbird-android/docs/latest/user-guide/troubleshooting/collecting-debug-logs.html"" rel=""nofollow"">https://thunderbird.github.io/thunderbird-android/docs/latest/user-guide/troubleshooting/collecting-debug-logs.html</a> </p>",platform34,false,0,0
1813725,1577286,2026-04-25 17:41:55 -0700,2026-04-25 17:44:50 -0700,"<p>Hi Cameron </p><p>When you say pointer, are you using some type of stylus. Is the screen touch screen? Does the 3 dot menu work when using your finger? </p>",platform34,false,0,0
1814113,1577286,2026-04-27 16:36:32 -0700,2026-04-27 16:36:32 -0700,"<p>I'm using a trackpad on a laptop Chromebook, so it's a mouse cursor. The Chromebook happens to have a touchscreen, and the three dot menu works when I touch it with my finger, but not when use the cursor. All other menus and selections work with the cursor. </p>",cameron22,false,0,0
