id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1559371,2026-01-09 09:42:58 -0800,2026-01-10 00:11:19 -0800,en-US,thunderbird-android,Play Store installed Thunderbird linked to F-Droid?,true,1792780,platform34,false,1792831,1792780;1792831;,update,android;thunderbird-android;update;,zoltanina-fantasy,"<p>Hi! </p><p>I installed the Thunderbird app via Play Store a while ago. I have the F-Droid app on my phone, too. I now got a notification from F-Droid offering me an update for Thunderbird. I'm far from a pro. I would have expected an app installed via Play store to only be connected to and updated via Play Store. Is this all safe and okay? There is no Thunderbird update available in Google Play. </p><p>Thank you for your help, please let me know if you need any phone specs or version numbers! </p><p>Rosina </p>",zoltanina-fantasy;platform34;,false,false,false,;useragent:Mozilla/5.0 (Android 16; Mobile; rv:146.0) Gecko/146.0 Firefox/146.0;os:Android;solver_id:3422795,2,0,0,,,
