id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1565794,2026-02-14 23:50:05 -0800,2026-02-16 01:19:10 -0800,en-US,thunderbird-android,"When setting up Mobil Android, at the sign in page I get an error every time, Oath2 is not Supported",false,,,false,1800484,1800209;1800279;1800337;1800442;1800477;1800484;,email-and-messaging,windows-11;thunderbird-android;email-and-messaging;,jjcdennis,"<p>With my Pixel 9a, I installed TB Android mobile. The settings were imported into the phone from my desktop and I went through setup. However, when I tried to sign in I receive an error,  Oauth sign in failed.  Oauth is currently not supported with this provider.  Retry does not work. I use Yahoo Mail on my desktop.  My Server is: <a href=""http://pop.mail.yahoo.com"" rel=""nofollow"">pop.mail.yahoo.com</a>  Security SSL/TLS Port 995 Oauth 2.0 my user name @yahoo.ca These are the settings on my desktop as well. None Next step is to sign in and then I get the error. I tried IMAP, same. Under Oauth 2 there a pull down menu with: Normal password, Encrypted password or Client certificate. I'm not sure what these options are.  I tried IMAP and got the same error.  I'm hoping that someone can advise me as to how I get past this Oauth 2.0 error and finish installing Thunderbird for Android. Thank you </p>",jjcdennis;rednoise;platform34;,false,false,false,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0;tb_version:147.0.1 64 bit;os:Windows 11;kb_visits_prior:[""/en-US/kb/thunderbird-android-import""]",6,0,0,,,
1565809,2026-02-15 04:11:41 -0800,2026-02-15 04:34:41 -0800,en-US,thunderbird-android,140.7.1esr IMAP delay when moving messages (7-second delay),false,,,false,1800221,1800220;1800221;,crashing-and-slow-performance,thunderbird-android;crashing-and-slow-performance;,glozon,"<p>Hi, </p><p>Since updating to Thunderbird 140.7.1esr (64-bit) on Windows 11, moving messages from Inbox to any folder takes about 7 seconds. </p><p>Details: </p><p>Account type: IMAP (Cogeco) </p><p>Happens in all folders </p><p>Inbox has ~600 messages (not large) </p><p>Was working normally before the recent update </p><p>Delay occurs every time moving a message from Inbox to another folder </p><p>No freezing — just a delay before the move completes </p><p>No antivirus changes </p><p>Issue started immediately after update </p><p>This appears to be related to IMAP sync behavior introduced in 140.x. </p><p>Has anyone else reported this, or is there a known regression? </p><p>Thank you. </p>",glozon;platform34;,false,true,false,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0;tb_version:140.7.1esr;os:Windows 11 Version 25H2,2,0,0,,,
1565871,2026-02-15 14:18:58 -0800,2026-02-16 00:45:51 -0800,en-US,thunderbird-android,"When setting up Mobil Android, at the sign in page I get an error every time, Oath2 is not Supported",false,,,false,1800478,1800478;,passwords-and-sign-in,thunderbird-android;passwords-and-sign-in;,jjcdennis,"<p>With my Pixel 9a Android 16, I installed TB Android mobile by the export/QR code method. The settings were imported into the phone from my desktop, Win 11 TB version 147.0.1 and <a href=""http://yahoo.com"" rel=""nofollow"">yahoo.com</a> for my email service.  I went through setup successfully, however, when I tried to sign in I receive an error: <strong>Oauth sign in failed.  </strong> Oauth is currently not supported with this provider. <strong> </strong> Retry does not solve the problem. <strong>On my phone the settings are:</strong> Server is: <a href=""http://pop.mail.yahoo.com"" rel=""nofollow"">pop.mail.yahoo.com</a>  Security SSL/TLS Port 995 Oauth 2.0 my user name @yahoo.ca These are the server settings on my desktop as well. Next step in the setup is to ""Sign In"". I immediately get the ""Oauth not supported with this provider"" error. I tried IMAP, same error. Under Oauth 2.0 there a pull down menu with: Normal password, Encrypted password or Client certificate. I'm not sure what these options are or if I can use them, ie with my Yahoo mail id and pwd.  I tried IMAP server and got the same error.  I'm hoping that someone can advise me as to how I get past this Oauth 2.0 error and finish installing Thunderbird for Android. Thank you </p>",jjcdennis;platform34;,false,false,false,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:147.0) Gecko/20100101 Firefox/147.0;tb_version:147.0.1;os:Win 11 fully updated;kb_visits_prior:[""/en-US/kb/thunderbird-android-import""]",1,0,0,,,
