id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1811580,1576163,2026-04-13 18:24:41 -0700,2026-04-13 18:24:41 -0700,"<p>Hi John </p><p>1) An obvious first step but have you logged into your webmail and confirmed you have emails that haven't synchronised to the app? </p><p>2) Can you confirm if your able to successfully send emails from the TBA app? </p><p>3) Please test the account successfully connects to the server.  Navigate to ... </p> <ul><li> Settings &gt; account name &gt; fetching mail &gt; incoming server </li><li> Settings &gt; account name &gt; sending mail &gt; outgoing server </li></ul> <p>Click next on each screen.  </p><p>Please screen shot any any errors and include with your response. If you use oAuth authentication and are prompted to sign-in, please do so and grant the app permission to access your emails. </p><p>4) Check server polling is enabled </p> <ol><li> Navigate to settings &gt; account name &gt; fetching mail &gt; folder poll frequency.  </li><li> Confirm a value is set. The default is 15 mins. </li></ol> <p>5) Check sync is enabled on folders. </p> <ol><li> Open the side bar to show the account's folder list. </li><li> Tap manage folders (bottom of list). </li><li> Tap the inbox folder. </li><li> Confirm 'Enable Sync' is toggles ON </li><li> Repeat for each folder you wish to auto sync </li></ol> <p>6) If you still have issues, please include your Imap/pop &amp; Smtp configuration at step 3 with your reply. Please exclude/redact personal information. </p><p>7) Is the same duplicate question linked below also from yourself? <a href=""https://support.mozilla.org/en-US/questions/1575746"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1575746</a> </p>",platform34,false,0,0
