id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1810269,1574739,2026-04-05 11:37:27 -0700,2026-04-05 11:37:27 -0700,"<p>As a first step, you should exclude the app from any Android battery optimisations and enable the app to run in the background. </p><p>The setting are typically available by long pressing the TB launcher icon &gt; app info &gt; battery. The options and menu location can vary by Android version and phone manufacturer. </p>",platform34,false,0,0
