id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1804053,1569289,2026-03-05 23:12:27 -0800,2026-03-05 23:12:27 -0800,"<p>What protocol are you using for the server connection, imap or pop3. Pop3 is the legacy protocol and has limited capability versus imap. It doesn't support folders and intended for use with a single client. </p><p><strong>Imap only folder sync</strong> </p><p>For emails in a folder to automatically sync, you need to enable the sync setting on each folder. Inbox is on by default.  </p><p>To check a folder (TB Android) </p> <ol><li> Open the account list </li><li> Tap an account </li><li> Tap manage folders (bottom of list) </li><li> Tap a folder name (Spam as example) </li><li> Toggle ""sync"" on </li></ol> <p>The app downloads messages up to 32KiB in size (default value). If you notice large sized emails have not downloaded, You can increase the max size. Navigate to settings &gt; account &gt; fetching mail &gt; fetch messages up to: </p><p>Pop3 is more complex as it was never designed with multi-client use in mind. If you confirm a pop3 setup, some suggestions can be offered. </p>",platform34,false,0,0
