id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1564989,2026-02-10 10:11:50 -0800,2026-02-10 10:11:50 -0800,en-US,thunderbird-android,Cannot Access Mails in Mobile App,false,,,true,,"",accessibility,thunderbird-android;accessibility;,yashwantk784,<p>Cannot Access Mails in Mobile App </p>,yashwantk784;,false,false,false,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",0,0,0,,,
