id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1580875,2026-05-09 22:44:41 -0700,2026-05-09 23:35:16 -0700,en-US,thunderbird-android,How can I see the date and time of each message whilst I’m reading it and it’s open?,false,,,false,1817148,1817148;,email-and-messaging,android;thunderbird-android;email-and-messaging;,joaquinm,<p>How can I see the date and time of each message whilst I’m reading it and it’s open? </p>,joaquinm;platform34;,false,false,false,";useragent:Mozilla/5.0 (Android 15; Mobile; rv:150.0) Gecko/150.0 Firefox/150.0;tb_version:18.0;os:Android;kb_visits_prior:[""/es/kb/gmail-thunderbird-android""]",1,0,0,,,
