id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1570842,2026-03-14 14:58:09 -0700,2026-03-17 22:58:32 -0700,en-US,thunderbird-android,Hot to show message receive time?,false,,,false,1806232,1806003;1806232;,accessibility,android;thunderbird-android;accessibility;,atscomms,<p>How can I get Thunderbird for Android to show what time a message was received? It only shows the day.  Thank you </p>,atscomms;Samuel;platform34;,false,false,false,;useragent:Mozilla/5.0 (Android 16; Mobile; rv:147.0) Gecko/147.0 Firefox/147.0;tb_version:14;os:Android,2,0,0,,,
