id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1538047,2025-09-26 07:07:01 -0700,2025-11-19 09:28:58 -0800,en-US,thunderbird-android,appearance,false,,,false,1780348,1767679;1780348;,customization,thunderbird-android;customization;,jdq33,<p>is it possible to control/change the appearance in the app on android tablet? </p>,jdq33;Mad_Maks;wsmwk;,false,false,false,";useragent:Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36;kb_visits_prior:[""/en-US/kb/thunderbird-mobile-telemetry""]",2,0,0,,,
