id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1494952,2025-02-21 19:44:20 -0800,2025-02-21 19:44:20 -0800,en-US,thunderbird-android,"Essential ""Mark Not Spam""  is missing or I don't know how I can do that? & Possible Bug : cannot move an email from ""deleted"" or ""archive"" folder to inbox : message ""cannot be done before sync with server",false,,,false,,"",junk-mail-and-spam,junk-mail-and-spam;thunderbird-android;,edt629,"<p>Hi Friends, </p><p>V 8.2 Android Many emails marked spam in the servers such as outlook com, and I cannot mark them as ""Not Spam"" through Thunderbird Mobile Android </p><p>Secondly&nbsp;: possible bug: I cannot move a message from time to time such as from deleted folder or spam folder to inbox with a message it is not possible to do that without server sync (whereas I believe they sync OK)  in the <a href=""http://outlook.com"" rel=""nofollow"">outlook.com</a> mail account </p>",edt629;,true,false,false,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,0,0,0,,,
