id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1548980,2025-11-18 12:20:39 -0800,2025-12-04 08:40:35 -0800,en-US,thunderbird-android,"When changing accounts, can't the invox just be shown for the new account immediately?",false,,,false,1783805,1780123;1780194;1780370;1780421;1780423;1780441;1780584;1781796;1783803;1783805;,customization,thunderbird-android;customization;,whitedavidp,"<p>In the older K-9, when one changed the active account, the inbox for the newly selected account would just be shown immediately. No need for any other operations on my part. </p><p>Now I have to tap on the inbox to get there. This seems an awful nuisance and offers little to anyone, I suspect. </p><p>Is there some way to get the old K-9 behavior? </p><p>Thanks! </p>",whitedavidp;platform34;,false,false,false,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0;os:Android 12,10,0,0,,,
