id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1555844,2025-12-19 02:39:27 -0800,2025-12-19 06:45:38 -0800,en-US,thunderbird-android,Thunderbird Account remove,false,,,false,1787296,1787296;,account-management,firefox-1460;android;thunderbird-android;account-management;,ibk-klima-vortrag,"<p>Hello, I want to remove an account from the Thunderbird Android - how can I do that? </p>",ibk-klima-vortrag;Yu5tiqX9og;,false,false,false,;useragent:Mozilla/5.0 (Android 13; Mobile; rv:146.0) Gecko/146.0 Firefox/146.0;ff_version:146.0;os:Android,1,0,0,,,
