id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1521043,2025-07-05 07:02:36 -0700,2025-07-07 07:53:32 -0700,en-US,thunderbird-android,Move multiple messages to folders?,false,,,false,1747174,1747173;1747174;,email-and-messaging,android;thunderbird-android;email-and-messaging;,piperkev,"<p>Is there a way (or can there be a way in the future?) of moving multiple messages from my Inbox to a different folder? I like to organize my email into folders, and currently I can only move them by opening each email individually and moving them. Being able to select several messages and move them would be great! </p>",piperkev;Yu5tiqX9og;,true,false,false,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36;os:Android;kb_visits_prior:[""/en-US/kb/getting-started-thunderbird-android""]",2,0,2,,,
