id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1543404,2025-10-27 02:57:29 -0700,2025-11-02 08:44:54 -0800,en-US,thunderbird-android,Local folders disapear,false,,,false,1776536,1776536;,crashing-and-slow-performance,windows-11;thunderbird-android;crashing-and-slow-performance;,abuole,"<p>Hi My local folders disapear, and I got an sugestionfrom Toad-hall, that i followed: Renaming the folder names to shorter names and download from the oficial Thunderbird download. When i  removed thunderbird and install agin  it works by magic, but each time i close Thunderbird   and open it again my local folders are diapeared Kind regards  Ole Storm Mikkelsen </p>",abuole;rahmatbl.1122;,false,false,false,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Avast/140.0.0.0;os:Windows 11",1,0,0,,,
1543520,2025-10-27 15:38:10 -0700,2025-10-27 15:49:37 -0700,en-US,thunderbird-android,HTML received mails too wide,false,,,false,1775259,1775258;1775259;,customization,android;thunderbird-android;customization;,jidanni,"<p>We read ""If you are having trouble viewing the full width of an HTML email in Thunderbird for Android, you can either pinch and zoom or change the viewing mode. "" </p><p>Well that involves moving back and forth for each and every line.  </p><p>Sure, blame it on the sender for assuming we have a desktop computer.  </p><p>But now it's too late, they've already sent it to us. </p><p>Gmail gets around this by reformatting the HTML to fit the screen size.  </p><p>Or perhaps we could be allowed to see the plain text version of a multi-part MIME  message, like Roundcube allows us to. </p>",jidanni;,false,false,false,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36;os:Android",2,0,0,,,
