id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1482982,2025-01-02 21:35:46 -0800,2025-01-02 21:35:46 -0800,en-US,thunderbird-android,Can Thunderbird for Android be set as default for opening eml files?,false,,,false,,"",customization,thunderbird-android;customization;,DRMCA,<p>If this is possible instructions would be appreciated. </p>,DRMCA;,true,false,false,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",0,0,0,,,
1482995,2025-01-03 00:12:34 -0800,2025-01-03 10:08:01 -0800,en-US,thunderbird-android,Signing into account error message,false,,,false,,"",passwords-and-sign-in,thunderbird-android;passwords-and-sign-in;,anthony4nj,<p>Keep getting error messages with my Hotmail email when trying to put into Mozilla with the rest of the emails  Pls see attachment  Thank you </p>,anthony4nj;,true,false,false,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",0,0,0,,,Noah_SUMO
