id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1548045,2025-11-15 01:32:14 -0800,2025-11-20 10:30:50 -0800,en-US,thunderbird-android,Garmin watch and Thunderbird for Android watch options,false,,,false,1780619,1780246;1780405;1780619;,customization,thunderbird-android;customization;,ionutluciancoman1985,"<p>I have install Thunderbird for android in a search to change the primary gmail app. I have found a ""problem"" for me. When I received a mail from gmail or yahoo i don't have any option to delete that email with the help of my watch. I have option to remove(notification) ,mark as read, spam and some others but i don't have the option to delete that email with the watch. I need to go to my phone and delete that email manually from the phone. On the gmail app i have that option. </p>",ionutluciancoman1985;platform34;,false,false,false,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 OPR/123.0.0.0;kb_visits_prior:[""/en-US/kb/getting-started-thunderbird-android"", ""/en-US/kb/configure-push-email-thunderbird-android"", ""/en-US/kb/gmail-thunderbird-android"", ""/en-US/kb/openpgp-thunderbird-android-howto""]",3,0,0,,,
