id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1725904,1502015,2025-04-15 10:16:23 -0700,2025-04-15 10:16:23 -0700,"<p>Have you seen <a href=""https://support.mozilla.org/en-US/kb/configure-push-email-thunderbird-android&nbsp;?"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/configure-push-email-thunderbird-android&nbsp;?</a> </p>",wsmwk,false,0,0
