id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1533224,2025-09-02 03:15:45 -0700,2025-09-02 03:15:45 -0700,en-US,thunderbird-android,benutzerkonten,false,,,false,,"",account-management,android;thunderbird-android;account-management;,info3697,<p>Benutzerkonten in Android-App löschen<strong>bold text</strong> </p>,info3697;,false,false,false,";useragent:Mozilla/5.0 (X11; Linux x86_64; rv:142.0) Gecko/20100101 Firefox/142.0;os:Android;kb_visits_prior:[""/en-US/kb/thunderbird-android-import""]",0,0,0,,,
