id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1726094,1505353,2025-04-16 06:46:10 -0700,2025-04-16 06:48:53 -0700,"<p>According to my own test, multiple email addresses in ""To"" field are allowed, but only if the addresses are entered one at a time. </p><p>Method 1: Tap ""To"" field &gt; enter one address &gt; enter character "","" (comma) &gt; enter another address &gt; enter character "","" (comma). </p><p>Method 2: Tap ""To"" field &gt; enter one address &gt; press ""enter"" key &gt; tap ""To"" field again &gt; enter another address &gt; press ""enter"" key. </p><p>The following method is not allowed: Copy a string of multiple addresses separated by commas &gt; tap ""To"" field &gt; paste that string. </p>",Yu5tiqX9og,false,1,0
