id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1536449,2025-09-18 03:00:08 -0700,2025-09-18 08:24:10 -0700,en-US,thunderbird-android,Automatically show remote images,false,,,false,1765385,1765336;1765340;1765385;,customization,android;thunderbird-android;customization;,mikenugent3,<p>How can I show remote images be default in Thunderbird android </p>,mikenugent3;meskobalazs;abri;,false,false,false,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36;os:Android",3,0,2,,,
1536563,2025-09-18 13:32:16 -0700,2025-09-24 18:40:23 -0700,en-US,thunderbird-android,Thunderbird Mobile,false,,,false,1767165,1765448;1765510;1767165;,email-and-messaging,needsinfo;thunderbird-android;email-and-messaging;,sy4u,<p>I have Thunderbird desktop. I love it!  I recently downloaded Thunderbird mobile. I'm having a problem syncing them. My personal folders don't show on Thunderbird mobile. Please help! </p>,sy4u;meskobalazs;mozilla98;wsmwk;,false,false,false,;useragent:Mozilla/5.0 (Android 12; Mobile; rv:142.0) Gecko/142.0 Firefox/142.0,3,0,1,,,
