id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1509913,2025-05-04 13:51:59 -0700,2025-05-04 13:51:59 -0700,en-US,thunderbird-android,Mail checking times on Thunderbord Mobile (Android),false,,,false,,"",send-and-receive-email,thunderbird-android;send-and-receive-email;,LarsErikOsterud,<p>I miss one thing from the regular Android mail app. The possibilty to set a time periode for mail checking. Like check each hour from 09:00 to 23:00. (to make it NOT check for mail at night) </p>,LarsErikOsterud;,true,false,false,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:139.0) Gecko/20100101 Firefox/139.0,0,0,0,,,
