id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1546255,2025-11-11 01:40:20 -0800,2025-11-12 01:59:09 -0800,en-US,thunderbird-android,Mystery who I am sending as,false,,,false,1778595,1778235;1778236;1778464;1778595;,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,jidanni,"<p>Looking at the screen, which identity does everybody think this message is going out as?  </p><p>We observe those three possibilities.  See the first image. Apparently the first possibility is the one that is chosen. I'm talking about just an email address with no name.  </p><p>Okay, in the second image it turns out it was not the first possibility that was chosen it was the second possibility.  </p><p>However at the bottom of the screen again we see it seems to be saying it was the first possibility.  </p><p>No I'm not saying I ever expected it to be the first possibility. I'm just saying that this needs all to be 150% more clearer.  </p><p>I'm not asking any questions I'm actually reporting of bug, yes. </p>",jidanni;platform34;,false,false,false,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36;os:Android",4,0,0,,,
