id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1777637,1545507,2025-11-07 12:42:26 -0800,2025-11-07 12:42:26 -0800,"<p>The android client does not have any filtering capability. </p><p>The idea has been suggested by community members. You can show support by up-voting the idea linked below on Mozilla Connect. </p><p><a href=""https://connect.mozilla.org/t5/ideas/filtering-with-android-thunderbird/idi-p/61144"" rel=""nofollow"">https://connect.mozilla.org/t5/ideas/filtering-with-android-thunderbird/idi-p/61144</a> </p><p>An alternative is to apply your filtering rules at the server level where possible. Many email providers support this to varying levels. Server filtering has the advantage of being reflected on all clients, desktop &amp; mobile. </p>",platform34,false,0,0
