id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1783461,1551558,2025-12-02 15:21:36 -0800,2025-12-02 15:21:36 -0800,"<p>Hi Catman </p><p>Have you tried enabling ""Show split-screen"" under general settings &gt; display. </p><p>Outside of this, i'd recommended adding your suggestion on Mozilla connect where the community can up-vote your idea. </p><p><a href=""https://connect.mozilla.org/t5/ideas/idb-p/ideas/label-name/thunderbird%20android"" rel=""nofollow"">https://connect.mozilla.org/t5/ideas/idb-p/ideas/label-name/thunderbird%20android</a> </p>",platform34,false,0,0
