id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1540987,2025-10-13 09:41:08 -0700,2025-10-27 11:50:33 -0700,en-US,thunderbird-android,Sudden inundation of Spam emails,false,,,false,1775220,1772220;1772497;1773959;1774264;1774296;1774302;1774672;1775018;1775219;1775220;,junk-mail-and-spam,android;thunderbird-android;junk-mail-and-spam;,mpmcdonald,<p>Until last week I almost never received Spam in my TB for Android account. Suddenly now I'm getting dozens per day. What changed? </p>,mpmcdonald;wsmwk;platform34;,false,false,false,;useragent:Mozilla/5.0 (Android 14; Mobile; rv:143.0) Gecko/143.0 Firefox/143.0;os:Android,10,0,5,,,
