id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1718118,1499131,2025-03-14 06:25:52 -0700,2025-03-14 06:25:52 -0700,"<p>""Settings"" &gt; ""General settings"" &gt; ""Interaction"" &gt; ""Swipe actions"" &gt; configure actions for ""Right swipe"" and ""Left swipe"". </p><p>Is the above what you want to know? </p>",Yu5tiqX9og,false,0,0
1718130,1499131,2025-03-14 07:32:08 -0700,2025-03-14 07:32:08 -0700,<p>Yes I've done that but there are no options to choose for L or R except delete. There is also no folder option for spam which is also not included in any swipe options. </p>,ferensica,false,0,0
1718138,1499131,2025-03-14 07:58:51 -0700,2025-03-14 07:58:51 -0700,<p>My Thunderbird works fine. (Please see the attached image.) I am sorry. It is beyond my knowledge now. I cannot help you further. </p>,Yu5tiqX9og,false,1,0
1718171,1499131,2025-03-14 08:55:33 -0700,2025-03-14 08:55:33 -0700,"<p>Thanks for your help. Yes I get the same options as your image without the spam, but only delete appears when I swipe. I have all this ok in5 PC but not on android. Thanks for your help anyway. </p>",ferensica,false,0,0
