id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1522986,2025-07-15 01:55:05 -0700,2025-07-22 02:47:02 -0700,en-US,thunderbird-android,Folders in the Account folder tree,false,,,false,1750780,1749235;1749240;1750780;,customization,thunderbird-android;customization;,pjaguilar,"<p>Hi everyone!!! </p><p>I have a <a href=""http://Hotmail.com"" rel=""nofollow"">Hotmail.com</a> account, and there i have a folder created under Inbox (let's say, Receipts). </p><p>In Thunderbird for Android, in Manage Folders, i can select the Receipts folder to ""Show folder"", and ""Show First"", but in the folder tree (when i select the account), the ""Inbox"" folders is shown (see attached image). </p><p>In that place where it says Inbox, is there a way to see the ""Receipts"" folder directly? </p><p>Best regards!!! </p>",pjaguilar;Yu5tiqX9og;alipoint974;,true,false,false,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,2,0,0,,,
