id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1709056,1490356,2025-02-02 18:11:56 -0800,2025-02-02 18:11:56 -0800,"<p>Settings &gt; General settings &gt; Display &gt; ""Message lists"" section &gt; Show split-screen &gt; Never. </p>",Yu5tiqX9og,false,0,0
