id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1543727,2025-10-28 18:14:40 -0700,2025-10-29 00:28:16 -0700,en-US,thunderbird-android,where does Thunderbird android email app save downloaded messages?,true,1775540,platform34,false,1775540,1775528;1775529;1775540;,attachments,thunderbird-android;attachments;,IanStar,"<p>I got an email with a dozen or so mp3 files attached and wanted to download them in one go onto my android phone. I chose ""download complete message "" thinking that would work. But no. The files don't appear in the downloads folder so I'm going to download each one separately. But I'd still like to find where the ""complete message"" was saved so I can delete it. Regards, Ian </p>",IanStar;platform34;,false,false,false,";useragent:Mozilla/5.0 (Android 15; Mobile; rv:144.0) Gecko/144.0 Firefox/144.0;kb_visits_prior:[""/en-US/kb/thunderbird-android-import""];solver_id:1428929",3,0,0,,,
