id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by
1522434,2025-07-11 23:23:23 -0700,2025-07-11 23:23:23 -0700,en-US,thunderbird-android,Thunderbird Avatar display,false,,,false,,"",customization,android;thunderbird-android;customization;,Kest-09,"<p>Does Thunderbird support custom avatars or display avatars? If not, will it be supported in the future? I added my QQ mailbox but the avatar cannot be displayed. This is not good. The default digital avatar is not good looking. </p>",Kest-09;,true,false,false,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36;os:Android",0,0,0,,,
